Name,Price,Discount
Omo Hand Washing Powder Extra Fresh - 1kg,KSh 400,No discount
L'Oréal Paris Revitalift Filler Kit + Hyauronic Acid,"KSh 7,275",25%
Adidas Run 60s 3.0 Women Lifestyle Running Shoes,"KSh 5,128",50%
Valon Valon Baby Petroleum Jelly Pure 250ml,KSh 304,No discount
Red Berry RSF 1003 Insulated Double Wall Vacuum Bottle – 1L - Green,KSh 960,No discount
Mara Triphala Powder- 100g,KSh 600,25%
Dr. Rashel Hyaluronic Acid Essence Cleansing Mousse,KSh 720,40%
Miniso Barbie Collection Moisturizing Hand Cream - Black Pearl,KSh 259,No discount
Velvex Premium Kitchen Towel Pink Twin Pack,KSh 385,No discount
Defacto Woman Comfort Fit Crew Neck Knitted Short Sleeve T-Shirt - Black,KSh 502,60%
Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 348 GOLDEN,"KSh 1,700",No discount
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - White,KSh 506,50%
Adidas Streetahead M Men Shoes,"KSh 4,609",68%
Mara Fennel Seeds 200g,KSh 550,No discount
LASA 6-Cube Storage Organizer Closet Shelves Plastic Cabinet,"KSh 2,550",41%
Nice & Lovely All In One Baby Bath & Wash – 300ml,KSh 850,No discount
Revlon ColorStay Makeup Combination/Oily Skin SPF15 30ml- Spice,"KSh 1,700",48%
Miniso Golden Cap Oil-based Nail Polish - Matte Top Coat,KSh 159,No discount
Miniso Precise Eyebrow Pencil 02 Dark Brown,KSh 759,No discount
North Star Blue Bata Bullets,KSh 899,No discount
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid,Gold","KSh 2,000",No discount
Power King Extension Cable - 6 Way,KSh 550,15%
LASA USB 3.0 Adapter Cable For 2.5 SATA SSD/HDD Drives,KSh 800,36%
Defacto Girl Casual Knitted Short - Blue,KSh 405,60%
Superfoam Premium Memory Foam Topper - White,"KSh 10,000 - KSh 21,053",No discount
Dr. Rashel Peach Plumping & Hydrating Lip Balm,KSh 600,No discount
L'Oréal Paris Infallible 24H More Than Concealer 334 Walnut,"KSh 1,435",30%
KIPSTA by decathlon Kids' Lace-up Football Boots 100 Fg - Black/yellow,"KSh 2,950",No discount
Velvex White Ready Folded Serviettes,KSh 112,20%
Miniso Vitamin Series Facial Sheet Mask (VE),KSh 199,No discount
LASA Bedside Telephone Side Table For Bedroom Living Room,"KSh 3,650",44%
"Amtec AM-734 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black","KSh 6,670",11%
Adidas Widewalk M Men Running Shoes,"KSh 3,290",67%
Dettol Dettol Bathing Soap Skincare 90g,KSh 300,No discount
L'Oréal professionnel Loreal Professionnel Curl Expression Intense Moisturizing  Cleansing Shampoo 300ML,"KSh 2,488",No discount
LASA FOLDING TABLE SERVING STAND,"KSh 3,950",26%
Defacto Girl Casual BackPack - Karma,"KSh 1,903",50%
Adidas Tensaur Sport Training Hook And Loop Shoes Boys,"KSh 3,255",50%
"Ramtons RF/173, 2 Door Direct Cool Fridge, 128 Litres - Silver","KSh 39,300",No discount
LASA 3 Cube Shoe Cabinet Shelving Storage,"KSh 3,350",44%
Mara Aritha Powder 100g,KSh 550,No discount
Ramtons RM/672 - 20LT Manual Microwave - Black (1YR WRTY),"KSh 10,900",No discount
Lifebuoy Germ Protection Anti Bacterial Lemon Fresh Soap - 175g,KSh 250,No discount
Silentnight Medium Firm Comfy Bonnel Spring Mattress,"KSh 35,795",No discount
Velvex Facial Tissue Silver 140 Sheets,KSh 215,No discount
Miniso Super Bass Earphone Wired Headset 3.5mm Jack Pin,KSh 399,No discount
Bio-Oil Bio-oil Skincare Oil Natural 125ml,"KSh 1,534",1%
Sundabest Stainless  Steel Hotpots (341001404),"KSh 6,480",No discount
Domyos Lifting Strap,"KSh 1,150",No discount
Solarmax 520 Watts Solar Panel,"KSh 14,999",47%
Rashnik 3 compartment lunch box with spoon.,KSh 180,No discount
"EDENBERG 6pcs Redish Black Cookware Set, EB-7425","KSh 8,400",No discount
Aworky Limited Portable & Foldable Baby Bassinet/Sleeping Nest/ Cot/ Mosquito Net - Blue,KSh 999,17%
"Oppo Reno11 F 5G,6.7"",8GB+256GB, 64MP,5000mAh,(Dual Sim) Palm Green (2YR WRTY)","KSh 46,999",6%
Harpic Harpic Toilet Cleaner: Lemon 1000ml,"KSh 1,150",No discount
"VON VES1602FS Subwoofer 2.1CH, Bluetooth- 160W RMS","KSh 19,995",No discount
L'Oréal professionnel Vitamino Color Masque- (Treatment)  250ml,"KSh 2,239",No discount
Adidas FLODEAN SHOES MEN,"KSh 8,417",No discount
Adidas Men Eezay Flip-Flops,"KSh 3,062",30%
Itel TWS BUDSNEO Noise Cancellation,"KSh 1,200",33%
Sundabest 6 PCS White Square With Decor Ceramic Dinner Plates (11993),"KSh 1,200",No discount
Revlon ColorStay Endless Glow™ Liquid Highlighter Topaz,"KSh 1,580",49%
Adidas Vultrun M Men Shoes,"KSh 4,168",67%
Ramtons RM/561- HOT & NORMAL FREE STANDING WATER DISPENSER (1YR WRTY),"KSh 11,200",No discount
Proline BENTONITE CLUMPING CAT LITTER MARSEILLE SOAP 10L,"KSh 2,473",No discount
LASA 3 FOLDING STEP ALUMINUM STOOL WITH STEEL FRAME,"KSh 5,450",31%
Ramtons RM/587- Oven Toaster 55LT- Black (1YR WRTY),"KSh 18,700",No discount
Red Berry RSF502 - Insulated Double Wall Vacuum Flask - 350ml -Blue.,KSh 660,No discount
Adidas Duramo SL Women Running Shoes,"KSh 5,130",50%
Defacto Boy Casual Oversize Fit Crew Neck Knitted Short Sleeve T-Shirt - White,KSh 548,60%
Miniso Scented Hand Wash  - Sandalwood,KSh 359,No discount
Miniso Ripple Series Women’s Bathroom Slippers Purple Pink size 39-40,KSh 529,No discount
Nice & Lovely Glycerine Lotion 600ml,KSh 445,No discount
Vaseline MEN Fast Absorbing Lotion 400ml + FREE 100ml Petroleum Jelly,KSh 550,No discount
Revlon ColorStay Endless Glow™ Liquid Highlighter Gold,"KSh 3,110",No discount
Nice One 6PCS 390ML High Quality Classy Whiskey Wine Water Glass Cups (ES7018-1 GLASS WARE),KSh 799,20%
Maybelline Superstay Vinyl Ink 20 Coy,"KSh 2,795",No discount
Adidas PEPRUN SHOES MEN,"KSh 9,152",No discount
Defacto Woman Traditional Regular Fit Round Collar Woven Short Sleeve Blouse - Pink,KSh 777,60%
Miniso City Series-Reed Diffuser -  Sandalwood,KSh 399,No discount
Go Turkey SQUARED LARGE GOLDEN TRAY,KSh 727,27%
Mara Lavender Essential Oil-30ml,KSh 800,20%
"Huggies Dry Comfort , Size 3 (5-9 Kgs) ,Count 36","KSh 1,148",1%
Safari Mens Boot Safari Rebrand  Shoes,"KSh 2,599",No discount
Mortein Mortein Doom PowerGuard Aik Lemon – 400ml,"KSh 1,300",No discount
Nice & Lovely Nourishing Baby Lotion - 300ml,KSh 750,No discount
Ashanti-Q Ashantiq Finishing Serum - 240ml,KSh 979,No discount
Harpic Harpic Toilet Cleaner: Pine 1000ml,"KSh 1,150",No discount
"AILYONS ELP2601K 2.1CH Subwoofer Home Theatre Multimedia Speaker System, 1YR WRTY","KSh 4,399",33%
VON VSID10BSL - Dry Iron - 1300W - Blue,"KSh 1,269",29%
Proline ADULT CAT FOOD- CHICKEN 0.4KG,KSh 720,No discount
LASA Tripod Phone Mount Holder Screw Rotatable Bracket,KSh 950,No discount
Protex Protex Herbal 90g,KSh 154,No discount
Go Turkey CREAM FRYING PAN,"KSh 3,870 - KSh 4,196",29%
Huggies Dry Comfort Diaper 60s Size 4,"KSh 2,098",1%
Mara Fenugreek Powder-250g,KSh 650,No discount
Toughees BLACK AGRIFOGLIO,"KSh 2,399",No discount
Adidas FLODEAN SHOES MEN,"KSh 4,209",50%
"Dettol Antibacterial Soap Cool, 175g",KSh 300,No discount
Dettol Dettol Soap Cool 2+1 on 175g,KSh 800,No discount
Mara Bhringraj Oil Infusion -120ml.,KSh 600,25%
Boma AIR FRYER BM-068A,"KSh 5,555",No discount
Nunix Nunix Portable Electric Room Heater With 3 Heat Settings- HQ1232,"KSh 2,160",No discount
Defacto Woman Coool Loose Fit Knitted Short Sleeve T-Shirt - White,KSh 533,60%
Kalenji Running Beanie Black,"KSh 1,350",No discount
Red Berry RSF 1003 Insulated Double Wall Vacuum Bottle – 1L - Black,KSh 960,No discount
Caperlan Line 4x4 250m Fishing Line,KSh 190 - KSh 200,No discount
Valon Valon Petroleum Jelly Men Fresh 250ml,KSh 314,No discount
Velvex Cream Hand Wash Soap Tropical Collection 5 Litres,KSh 800,No discount
Green World Odour Absorber Ocean Breeze 300Ml,KSh 600,No discount
Toilex Toilet Paper White 10 Pack Unwrapped,KSh 348,20%
Miniso Blossom Series Reed Diffuser - Jasmine Gold Flower,KSh 519,No discount
Defacto Woman Coool Loose Fit Knitted Short Sleeve T-Shirt - Brown,KSh 676,60%
Domyos Skipping Rope 100,KSh 390,No discount
Maybelline New York Superstay Hybrid Powder - Foundation Shade 48,"KSh 2,650",No discount
L'Oréal professionnel Anti-hair Loss Treatment Aminexil L'Or&eacute;al Professionnel 10x6ML,"KSh 4,064",No discount
"EDENBERG 7 Pc Knife Set With Titanium Blade, Acacia Wooden Block And Stainless Steel And Rubber Handle (Eb-11029 Green)","KSh 3,600",No discount
U&I Divine Series 1 True Wireless Stereo Earbuds - Black/Red,"KSh 1,199",37%
Mizani 25 Miracle Nourishing Oil,"KSh 5,972",No discount
Dr. Rashel Vitamin C Brightening & Anti-Aging Soothing Gel - 300g,KSh 900,No discount
"LASA Large Crawling Floor Play Game Mat 0,5CM Thick","KSh 2,200",33%
Adidas Tensaur Sport 2.0 CF I Infant Hook And Loop Shoes,"KSh 2,554",50%
Revlon Ultra HD Matte Lip Color - HD Luster,"KSh 1,250",50%
Sokany Crepe Maker Baking Pancake Pan - SK 5208,"KSh 1,440",No discount
Bonnie Adult Cat Food – Salmon 1.5kg,"KSh 2,127",No discount
Oraimo Slice Link Pro 10000mAh 22.5W Power Bank,"KSh 2,799",30%
Aworky Limited Water Bottle,KSh 519,31%
Superfoam Premium High Density Quilted Mattress,"KSh 12,632 - KSh 40,000",No discount
"Freeyond F9,3GB+128GB,6.52"", 13.0MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 11,900",40%
LASA Adj Bathroom Corner Shelf Shower Caddy Floor To Ceiling,"KSh 2,650",32%
"VON VES3005FS Subwoofer 5.1CH, Bluetooth,USB - 300W (1YR WRTY)","KSh 29,995",No discount
Revlon Ultra HD Matte Lip Color HD Intensity,"KSh 1,250",50%
Red Berry RSF810 Insulated Double Wall Vacuum Bottle – 700ml - Silver,KSh 792,No discount
LASA 2-Drawer Storage - Rustic Brown,"KSh 3,450",50%
UR Fashion 19-Inch High Quality Multifunctional Large Capacity Business College School Travel Laptop Backpack - Grey,"KSh 2,299",No discount
Revlon Ultra HD Matte Lip Color- 635 Hd Passion,"KSh 1,250",50%
Boma FOOD CHOPPER BM-7011 3L Stainless Steel 300W,"KSh 2,365",No discount
Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 344 WARM GOLDEN,"KSh 1,700",No discount
"Vivo V30 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Peacock Green  2YRs WRTY","KSh 64,999",6%
Mara Vitamin E Oil - 50ml,KSh 900,10%
Maybelline Falsies Lash Lift Washable Mascara,"KSh 1,650",No discount
L'Oréal professionnel Curl Expression Intensive Moisturizer Rich Mask -  Luxurious Feel  250ml,"KSh 2,571",No discount
Ramtons RT/108 - Non/Stick 8Pcs Cookware Set - Maroon & Black,"KSh 13,800",10%
"Vivo V30 5G - 6.78'', 12GB RAM + 256GB ROM - (Dual SIM) - 5000mAh -   Noble Black 2YRs WRTY","KSh 64,999",6%
Adidas Tensaur Sport 2.0 K Kids Training Lace Shoes,"KSh 4,348",30%
U&I Bouncer Series Charging Cable - Black,KSh 166,No discount
Rosy Liquid Hand Wash Soap Green Valley 500ml With Pump,KSh 132,15%
Valon Valon Petroleum Jelly Aloe 250ml,KSh 314,No discount
Defacto Girl Casual Knitted Short - Black,KSh 405,60%
Go Turkey Round Basket With Handle - GREY Round Basket With Handle,KSh 799,60%
Defacto Man Collection Relax Fit Apache Neck Woven Short Sleeve Shirt - Black,"KSh 1,504",60%
Adidas Tensaur Sport 2.0 CF Infant Hook And Loop Shoes,"KSh 2,554",50%
Funskool Travel Ludo,"KSh 1,000",No discount
Miniso Battery Powered Mosquito Zapper Racket,KSh 699,No discount
Joerex Iron Darts With Brass Plating,KSh 750,No discount
Revlon Super Lustrous Matte- 014 Sultry Samba,KSh 800,46%
Superfoam Morning Glory Heavy Duty  Quilted Mattress - Blue,"KSh 8,421 - KSh 16,842",No discount
Bottle warmer for Baby keeps warm for about 6 - 8 hours - single,KSh 639,33%
Adidas M 3S SJ T MEN,"KSh 2,554",50%
Red Berry RSF501 Insulated Double Wall Vacuum Flask – 500ml - Black,KSh 720,No discount
KISSKIDS Dark Blue Baby Diaper Low Count (3 - 6 Kg) S 11pcs,KSh 129,No discount
CANAVERAL T100 Steel-tipped Darts Tri-pack - Black,KSh 890,No discount
Toughees Ladies Sandal New Toughees Girls Shoes,"KSh 2,299 - KSh 2,499",No discount
Rashnik RN-339 ROUND GRATER 4 IN 1,KSh 839,1%
Toilex Toilet Paper Printed Pink 4s Unwrapped,KSh 150,15%
Revlon ColorStay™ Lipliner - Red,"KSh 1,450",No discount
Adidas W Lin Leg Women Leggings,"KSh 2,739",50%
C Idea 7Inch TAndroid 12 Tablet  With SIM Card Slot 64GB Expand Storage   Pink,"KSh 8,999",25%
Adidas Zenith M Men,"KSh 2,183",64%
EDENBERG EB-3607 7PCS Kitchen Tools Set with Small Black Stand Holder -Red & Black,"KSh 1,320",No discount
Bonnie ADULT CAT FOOD CHICKEN 1.5KG,"KSh 2,127",No discount
LASA INDUSTRIAL HEAVY DUTY CLOTHES RACK,"KSh 4,850",30%
Omo Auto Washing Powder Fast Action - 1kg,KSh 610,No discount
Vaseline Men Fast Absorbing Lotion 200ml + FREE 50ml Petroleum Jelly,KSh 310,No discount
Defacto 2 Piece BabyBoy Casual Regular Fit Bike Neck Short Sleeve Pyjamas - Green,KSh 948,60%
Royco Cardamom Ground Spice 45g,KSh 245,No discount
Velvex Window & Glass Cleaner Ocean Fresh 530ml,KSh 133,30%
Adidas Vultrun M Men's Running Shoes,"KSh 4,168",67%
LASA 3 Tier Bamboo Shoe Bench Storage Shelf,"KSh 4,650",15%
Miniso Encounter Series Reed Diffuser Peach 28mL,KSh 459,No discount
Joerex Table Tennis Ball (pkt Of 6),KSh 500,No discount
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid, Sun","KSh 2,000",No discount
Rashnik Food Container With 3 Compartments And Cutlery Set (bigger size)RN-1496,KSh 300,No discount
baby diaper backpack nappy bag diaper backpack baby bag,"KSh 1,499",38%
Bata GIRLS TOUGHEES AGRIFOGLIO STRAP TBAR,"KSh 2,499",No discount
Miniso Foldable Clothespin Hanger (Grey),KSh 359,No discount
Revlon ColorStayTM Crème Eye Shadow - 52g - Licorice,"KSh 1,981",24%
Amaya Fast Wall Charger,KSh 459,No discount
Mara Avocado Oil (Cold Pressed)- 125ml,KSh 800,11%
Nice One 6PCS 300ML  High Quality Classy Whiskey Wine Water Glass Cups (BQL024 GLASS WARE),KSh 799,20%
Fay Fay Cling Film 30cm x 15m,KSh 112,1%
Adidas Tensaur Run Shoes Boys,"KSh 3,255",50%
Revlon PhotoReady Insta-Fix Highlighting Stick 8.9g,"KSh 2,484",20%
Oraimo Boom Powerful Portable Wiress Speaker- Black,"KSh 6,120",13%
Adidas Adilette Aqua Slides Unisex,"KSh 1,999",57%
Miniso Weather Series Reed Diffuser - Clear Sky,KSh 399,No discount
L'Oréal professionnel Vitamino Color Conditioner 200ml,"KSh 2,156",No discount
Bisutang Green Tea Extract Purifying Korean Facial Sheet Mask,KSh 125 - KSh 650,50%
Wahl Kinyozi Shaving Machine MultiCut Pro Lithium-Ion Clipper,"KSh 7,999",20%
Mara Gelatinised Maca Root Powder- 100G,"KSh 1,100",8%
LASA USB-C To HDMI 4k@60hz Cable,"KSh 1,550",21%
Rashnik Plastic Top Cutlery Scissors and Scissors Set with Top Quality Plastic Multi-Color,KSh 419,1%
Sandisk Extreme Pro Micro SD 128GB Memory Card.,"KSh 4,500",No discount
Dr. Rashel Aloe Vera(Collagen+Vitamin E) Face Serum - 50ml,KSh 650,19%
Nice & Lovely Perfumed Petroleum Jelly 250g,KSh 465,No discount
Adidas Essentials Fleece 3-Stripes Men’s Sweatshirt,"KSh 6,426",30%
BJS SILVER (INOX) 60x60 3+1 Electric/Gas Cooker - W/ Turbo Fan - Oven 60L Capacity,"KSh 36,999",14%
Omo Multi-purpose Bleach Colour Safe - 700ml,KSh 550,No discount
Velvex Premium Kitchen Towel Pink Jumbo Pack,KSh 565,No discount
Adidas Runfalcon 3.0 El K Kids Top Strap Shoes,"KSh 3,443",50%
Confidence Ultra Thin Regular 8's,KSh 111,No discount
Maybelline New York SuperStay Hybrid Powder - Foundation Shade 40,"KSh 2,650",No discount
Mizani Rose Water (Rose H20)  - 226.8g,"KSh 4,479",No discount
LASA Box Of 40 Smooth T-Pen Black,"KSh 1,160",33%
Dr. Rashel Honey & Shea Butter Lip Balm,KSh 490,25%
Revlon Colorburst Revlon Matte Balm-Striking,"KSh 1,908",No discount
Closeup Toothpaste Deep Action Menthol and Red Hot - 125g Value Pack,KSh 360,No discount
Boma AIR FRYER BM-880,"KSh 11,000",No discount
"USN Fast Grow Anabolic, 1kg (2.2 Lbs) - Vanilla","KSh 3,000",No discount
Dettol Dettol Multi Action Cleaner Rose 900ml,KSh 750,No discount
EDENBERG EB-5637 – 12pcs Forged Cookware Set Diamond Design,"KSh 14,829",5%
Nunix HD02 Fashion Hair Dryer,"KSh 1,183",No discount
Ramtons RM/179 - Dry Iron - White (1YR WRTY),"KSh 2,180",No discount
Aworky Limited Round  Mosquito Net - Cream,"KSh 1,199 - KSh 1,799",60%
Defacto Woman Casual Regular Fit Woven Long Sleeve Shirt - Black,"KSh 1,529",50%
Oraimo Data Cable Oraimo OCD-C53 2A 1M Black,KSh 380,37%
LASA 90cm Cat Scratching Post Claw Scratcher,"KSh 7,850",25%
Aworky Limited Stripped Door Mat,KSh 399,34%
Adidas Tensaur Sport Training Lace Shoes Kids,"KSh 5,207",20%
Miniso Flower Joy Series Reed Diffuser - Jasmine,KSh 529,No discount
Revlon ColorStay Makeup Combination/Oily Skin SPF15 30ml-Bronze,"KSh 1,700",48%
Superfoam Paw Pet Dog And Cat Bed- All Sizes,"KSh 3,147 - KSh 9,579",No discount
Ramtons RM/349 - Cordless Kettle 1.7 LTS-White & Green. (1YR WRTY),"KSh 2,100",No discount
Defacto Woman Coool Loose Fit Knitted Short Sleeve T-Shirt - Black,KSh 764,50%
Miniso Kids' Clothes Hanger With Hook 10pcs(Pink),KSh 309,No discount
Bata Ladies Sandak Shoes,KSh 799,No discount
Warachi Spark Shower Gel - 5L,"KSh 1,536",No discount
Adidas Tensaur Run Shoes Unisex,"KSh 3,105",52%
Bata MAROON KEVIN SLIDES,KSh 599,No discount
Mizani Moisture Fusion Gentle PH Clarifying 500ml,"KSh 4,976",No discount
Revlon Ultra HD Matte Lip Color- 625 Hd Love,"KSh 1,250",50%
Dr. Rashel Vitamin C Brightening & Hydrating Hand & Foot Cream,KSh 580,36%
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - Green,KSh 506 - KSh 744,50%
Rashnik RN-3402 Silver  Stainless Steel Double Layer Food Flask 2.3L,"KSh 1,800",No discount
Dettol Dettol Bathing Soap Original 90g,KSh 300,No discount
Boma Meat Grinder BM-7014 stainless steel 3L with a 300W Motor,"KSh 3,168",No discount
Haier 215L Single Door Fridge - HRD-2204CSS(2 YRS WRTY),"KSh 45,105",15%
Body Sculpture A Pair Of 1.5Kg Exercices & Fitness Smart Dumbbell,"KSh 1,600",No discount
Rashnik Yellow 3 layer cartoon themes food flask (RN-1455YELLOW),KSh 900,No discount
L'Oréal Paris Cell Renewal Midnight Face Serum 30ml,"KSh 3,500",No discount
"Revlon Ultra HD Matte Mousse Lip Color- 805, 100 Degrees","KSh 1,250",50%
Adidas Runfalcon 3.0 K Kids Elastic Lace Top Strap Shoes,"KSh 3,657",50%
Miniso Ultra-Soft Toothbrushes with Fine Dense Bristles (2 pcs),KSh 359,No discount
Defacto Woman Casual Regular Fit Woven Long Sleeve Shirt - Black,"KSh 1,333",50%
Sunlight Lavender Hand Washing Powder 3.5kg,"KSh 1,200",No discount
EDENBERG Set Of Professional Stainless Steel Knives 7 Pieces With Support Eb-11025 White,"KSh 1,560",No discount
LASA 3-Tier Metal Mesh Shelf Rolling Cart With Removable Handle,"KSh 4,950",17%
Catpapa Baby Girls Letter Print Short Sleeve Bodysuit + Polka Dot Shorts + Headband,"KSh 1,080",30%
Qik Dri Eco-Friendly Hand Paper Towel 240 Sheets,KSh 365,No discount
Superfoam Morning Glory High Density Quilted Mattress - Red Floral,"KSh 9,474 - KSh 14,737",No discount
Gold Touch Oily Skin - 50g,KSh 270,No discount
Miniso Golden Cap Oil-based Nail Polish - Golden Orange,KSh 159,No discount
Defacto Boy Casual Regular Fit V Neck Knitted Short Sleeve T-Shirt - Blue,KSh 490,50%
Aworky Limited Portable Shoe Rack - 36 Pairs,"KSh 1,999",20%
Miniso Fascinating Sakura Lady Perfume,KSh 359,No discount
"Rashnik RN-1449 Two Layer Cartoon Themed Food Flask, Yellow",KSh 696,No discount
North Star WHITE BULLETS,KSh 849 - KSh 999,No discount
Bata TOUGHEES VELCRO,"KSh 1,999",No discount
"LASA CE-LINK USB Printer & Scanner 3m Cable For HP, Canon, Epson & Samsung",KSh 500,48%
U&I Fatty Series UiDC 8514 V8 Charging Cable - Black,KSh 259,48%
Rashnik RN-1449 Two Layer Cartoon Themed Food Flask,KSh 696,No discount
"Solarmax ""High Module"" 100 Watts Solar Fullkit","KSh 12,197",45%
Mara Baobab Powder 150g,KSh 450,18%
Vitron V837 3.1 Inch Bluetooth Speaker System,"KSh 7,890",12%
Nunix AK-300 – 2 In 1 Blender With Grinding Machine – 1.5L – Black,"KSh 2,240",No discount
LASA Rolling Extendable Clothing Rack,"KSh 5,150",26%
LASA Set Of 2 Side Coffee Tables Robust Steel Frame,"KSh 9,050",30%
Adidas Essentials Embroidered Small Logo T-Shirt Men,"KSh 1,905",50%
Miniso Twin Pack Nail Polish - 09,KSh 359,No discount
L'Oréal professionnel Silver Shampoo 500 ML,"KSh 3,483",No discount
Dr. Rashel Vitamin E Dark Spots Corrector Face Cream,KSh 780,22%
Adidas Tensaur Sport Training Hook And Loop Shoes Kids,"KSh 3,255",50%
Revlon Ultra HD Gel Lipcolor™- 755 Hd Adobe,"KSh 1,981",No discount
Dr. Rashel Collagen & Charcoal Black Soap - 100g,KSh 500,No discount
LASA Adjustable Laptop Table Notebook Stand,"KSh 3,650",39%
Itel ISS-31 3D Floating Shaver,"KSh 1,150",23%
Rosy Hand Sanitizer With Pump - 500ml Ocean Fresh,KSh 335,No discount
